chunk_uid,rollout_id,model,dataset,ood_type,task_name,trial_id,chunk_id,norm_chunk_id,latent_pt_path,success,failure_mode,dominant_failure_mode,valid_for_probe,is_early_chunk,latent_keys
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_009,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,9,9,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00009.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_010,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,10,10,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00010.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_011,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,11,11,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00011.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_012,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,12,12,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00012.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_013,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,13,13,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00013.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_014,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,14,14,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00014.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_015,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,15,15,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00015.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_016,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,16,16,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00016.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_017,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,17,17,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00017.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_018,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,18,18,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00018.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_019,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,19,19,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00019.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_020,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,20,20,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00020.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_021,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,21,21,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00021.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_022,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,22,22,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00022.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_023,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,23,23,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00023.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_024,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,24,24,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00024.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_025,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,25,25,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00025.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_026,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,26,26,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00026.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_027,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,27,27,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00027.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_028,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,28,28,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00028.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_029,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,29,29,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00029.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_030,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,30,30,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00030.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_031,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,31,31,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00031.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_032,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,32,32,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00032.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_033,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,33,33,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00033.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_034,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,34,34,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00034.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_035,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,35,35,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00035.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_036,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,36,36,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00036.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_037,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,37,37,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00037.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_038,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,38,38,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00038.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_039,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,39,39,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00039.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_040,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,40,40,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00040.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_041,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,41,41,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00041.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_042,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,42,42,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00042.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_043,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,43,43,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00043.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_044,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,44,44,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00044.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_045,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,45,45,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00045.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_046,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,46,46,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00046.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_047,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,47,47,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00047.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_048,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,48,48,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00048.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_049,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,49,49,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00049.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_050,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,50,50,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00050.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_051,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,51,51,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00051.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_052,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,52,52,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00052.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_053,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,53,53,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00053.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_054,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,54,54,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00054.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_055,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,55,55,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00055.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_056,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,56,56,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00056.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_057,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,57,57,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00057.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_058,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,58,58,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00058.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013_chunk_059,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,59,59,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/chunk_00059.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_014_chunk_000,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_014,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,14,0,0,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_14/chunk_00000.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_014_chunk_001,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_014,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,14,1,1,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_14/chunk_00001.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_014_chunk_002,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_014,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,14,2,2,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_14/chunk_00002.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
